event,campaign,home,away
16964,FB17-PlayoffWeek356,Foothill-High-School,Red-Bluff-Union-High-School
16994,FB17-PlayoffWeek357,Anderson-Union-High-School,University-Preparatory-School
16950,FB17-PlayoffWeek358,East-Nicolaus-High-School,Willows-High-School
17563,FB17-PlayoffWeek359,Musselman-High-School,Cabell-Midland-High-School
17572,FB17-PlayoffWeek360,Bluefield-High-School,Braxton-County-High-School
17573,FB17-PlayoffWeek361,Point-Pleasant-High-School,Philip-Barbour-High-School
17574,FB17-PlayoffWeek362,Bridgeport-High-School,Weir-High-School
15941,FB17-PlayoffWeek363,Sonora-High-School,Highlands-High-School
15956,FB17-PlayoffWeek364,Stone-Ridge-Christian-High-School,Brookside-Christian-High-School
17575,FB17-PlayoffWeek365,James-Monroe-High-School,Winfield-High-School
15955,FB17-PlayoffWeek366,Woodland-Christian-High-School,Big-Valley-Christian-High-School
15944,FB17-PlayoffWeek367,Calaveras-High-School,Ripon-High-School
15948,FB17-PlayoffWeek368,Bradshaw-Christian-School,Western-Sierra-Collegiate-Academy-High-School
17576,FB17-PlayoffWeek369,East-Hardy-High-School,Williamstown-High-School
15928,FB17-PlayoffWeek370,Center-High-School,Dixon-High-School
15545,FB17-PlayoffWeek371,Holmes-County-High-School,Chipley-High-School
15547,FB17-PlayoffWeek372,Cottondale-High-School,Port-Saint-Joe-High-School
15550,FB17-PlayoffWeek373,Pahokee-Middle-Senior-High-School,Williston-High-School
15551,FB17-PlayoffWeek374,Wildwood-High-School,Frostproof-Senior-High-School
15560,FB17-PlayoffWeek375,University-Christian-School,Florida-A&M-University-Development-&-Research-School
15561,FB17-PlayoffWeek376,North-Florida-Christian-High-School,John-Paul-Ii-Catholic-High-School
15564,FB17-PlayoffWeek377,Cambridge-Christian-School,Southwest-Florida-Christian-Academy
15565,FB17-PlayoffWeek378,Indian-Rocks-Christian-Schools,Admiral-Farragut-Academy
15610,FB17-PlayoffWeek379,Baker-County-High-School,Nature-Coast-Technical-High-School
15607,FB17-PlayoffWeek380,Jean-Ribault-High-School,Wakulla-High-School
15642,FB17-PlayoffWeek381,Navarre-High-School,Niceville-Senior-High-School
15614,FB17-PlayoffWeek382,Immokalee-High-School,Booker-High-School
15644,FB17-PlayoffWeek383,Crestview-High-School,Gulf-Breeze-High-School
17579,FB17-PlayoffWeek384,St.-Marys-High-School,Doddridge-County-High-School
17491,FB17-PlayoffWeek385,Floyd-County-High-School,Gretna-High-School
17581,FB17-PlayoffWeek386,Cameron-High-School,Wheeling-Central-Catholic-High-School
17580,FB17-PlayoffWeek387,South-Harrison-High-School,Richwood-High-School
17582,FB17-PlayoffWeek388,Midland-Trail-High-School,Fayetteville-High-School
17583,FB17-PlayoffWeek389,Webster-County-High-School,Summers-County-High-School
15049,FB17-PlayoffWeek390,Amador-Valley-High-School,Deer-Valley-High-School
15047,FB17-PlayoffWeek391,San-Leandro-High-School,Berkeley-High-School
17570,FB17-PlayoffWeek392,Fairmont-High-School,Keyser-High-School
15046,FB17-PlayoffWeek393,Heritage-High-School,Monte-Vista-High-School
15076,FB17-PlayoffWeek394,Marin-Catholic-High-School,De-Anza-High-School
15064,FB17-PlayoffWeek395,Windsor-High-School,Mount-Eden-High-School
15067,FB17-PlayoffWeek396,Northgate-High-School,Hayward-High-School
15068,FB17-PlayoffWeek397,Ukiah-High-School,College-Park-High-School
17400,FB17-PlayoffWeek398,Fairview-High-School,Giles-County-High-School
15094,FB17-PlayoffWeek399,John-F-Kennedy-High-School,El-Molino-High-School
15108,FB17-PlayoffWeek400,Ferndale-High-School,Berean-Christian-High-School
15081,FB17-PlayoffWeek401,Encinal-Junior-&-Senior-High-School,Analy-High-School
15097,FB17-PlayoffWeek402,Piedmont-High-School,Lower-Lake-High-School
16995,FB17-PlayoffWeek403,West-Valley-High-School,Lassen-High-School
15655,FB17-PlayoffWeek404,Dillard-High-School,Miami-Carol-City-Senior-High-School
15702,FB17-PlayoffWeek405,Lincoln-HS,Columbia-High-School
15714,FB17-PlayoffWeek406,West-Broward-High-School,Forest-Hill-Community-High-School
15716,FB17-PlayoffWeek407,William-T.-Dwyer-High-School,Mater-Lakes-Academy
15732,FB17-PlayoffWeek408,Winter-Park-High-School,Spruce-Creek-High-School
15742,FB17-PlayoffWeek409,Deerfield-Beach-High-School,Western-High-School
15738,FB17-PlayoffWeek410,Riverview-High-School,Gateway-High-School
17418,FB17-PlayoffWeek411,Central-Catholic-High-School,Penn-Trafford-High-School
17419,FB17-PlayoffWeek412,Pine-Richland-High-School,North-Allegheny-Senior-High-School
17416,FB17-PlayoffWeek413,Penn-Trafford-High-School,Upper-Saint-Clair-High-School
17417,FB17-PlayoffWeek414,Gateway-Christian-School,Mckeesport-Area-Senior-High-School
17406,FB17-PlayoffWeek415,Jeannette-Senior-High-School,Rochester-Area-High-School
17414,FB17-PlayoffWeek416,South-Fayette-Township-High-School,Montour-High-School
17405,FB17-PlayoffWeek417,Imani-Christian-Academy,Our-Lady-Of-The-Sacred-Heart-High-School
17415,FB17-PlayoffWeek418,Belle-Vernon-Area-High-School,Thomas-Jefferson-High-School
17407,FB17-PlayoffWeek419,Clairton-High-School,Carmichaels-Area-High-School
17404,FB17-PlayoffWeek420,California-Area-Senior-High-School,Uniontown-Area-Senior-High-School
17409,FB17-PlayoffWeek421,Cardinal-Wuerl-North-Catholic-High-School,Serra-Catholic-High-School
17412,FB17-PlayoffWeek422,Aliquippa-Senior-High-School,Beaver-Area-Middle-Senior-High-School
17410,FB17-PlayoffWeek423,Riverside-High-School,Avonworth-High-School
17408,FB17-PlayoffWeek424,Washington-High-School,East-Allegheny-High-School
17411,FB17-PlayoffWeek425,Steel-Valley-Senior-High-School,Burgettstown-Junior-Senior-High-School
17610,FB17-PlayoffWeek426,Fruitland-High-School,Shelley-High-School
17605,FB17-PlayoffWeek427,Carey-High-School,Deary-High-School
17608,FB17-PlayoffWeek428,Declo-High-School,West-Side-High-School
17607,FB17-PlayoffWeek429,Firth-High-School,New-Plymouth-High-School
17609,FB17-PlayoffWeek430,Gooding-High-School,Snake-River-High-School
15917,FB17-PlayoffWeek431,American-Canyon-High-School,River-Valley-High-School
17611,FB17-PlayoffWeek432,Middleton-Senior-High-School,Skyline-High-School
16951,FB17-PlayoffWeek433,Trinity-High-School,Colusa-High-School
16967,FB17-PlayoffWeek434,Alturas-Modoc-High-School,Etna-High-School
16966,FB17-PlayoffWeek435,Quincy-Senior-High-School,Biggs-High-School
17612,FB17-PlayoffWeek436,Minico-High-School,Skyview-High-School
16992,FB17-PlayoffWeek437,Sutter-High-School,Orland-High-School
16993,FB17-PlayoffWeek438,Gridley-High-School,Corning-Union-High-School
17243,FB17-PlayoffWeek439,Cane-Ridge-High-School,Brentwood-High-School
17240,FB17-PlayoffWeek440,Ravenwood-High-School,Independence-High-School
17614,FB17-PlayoffWeek441,Rocky-Mountain-High-School,Highland-High-School
